p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.02707075625848903, 0.0022368395780319006
, 1, 0.0001223263144136515, 1.6543100120870937e-7
c, 0, 0.0012903801033108155, 3.331352696231231e-6
, 1, 7.468188645743249e-6, 6.414058997194563e-10
p, 0, 0.1988866222238897, 0.19808562901346807
, 1, 0.004928224599891279, 0.0003049365279234075
, 2, 0.000851076414925159, 0.00012892508647406627
, 3, 0.0004720389954768199, 5.440666212244847e-5
c, 0, 0.11717541808632195, 0.035874058791590564
, 1, 0.0009435904167450669, 1.464273223489407e-5
p, 0, 0.6139431469702241, 1.3114841157539145
, 1, 0.016658985154644687, 0.0021994327975472508
, 2, 0.003229727782199891, 0.001173558974072186
, 3, 0.0013107293266327947, 0.0003849238414500861
, 4, 0.0007287237995357398, 0.00016567026954045412
, 5, 0.0005088274825276482, 5.922886128616552e-5
c, 0, 0.2674228171583371, 0.33118795480241103
, 1, 0.0034268759285954247, 0.00012300277985007692
, 2, 0.00036393977034055174, 1.311418251136461e-5
p, 0, 0.4666967013003652, 1.1071184300880628
, 1, 0.01409032346303945, 0.00363380303672911
, 2, 0.003396129312401865, 0.0019215527987602005
, 3, 0.0017049649571604447, 0.0006739485844378438
, 4, 0.001020267770916814, 0.00029439090521408756
, 5, 0.0006883276838254182, 0.00010211032200582046
, 6, 0.00039914964767974725, 4.8179932892396315e-5
c, 0, 0.08930472130636352, 0.03501337527660247
, 1, 0.0011911140363582173, 1.7922964750219307e-5
p, 0, 0.5602560900629787, 1.5902947984613423
, 1, 0.016083538104263696, 0.005637222157684129
, 2, 0.004094103006615935, 0.0027419068993590097
, 3, 0.0022102460055842777, 0.001115081700792435
, 4, 0.0013426479976074682, 0.00045795887079796033
, 5, 0.0008686639118832197, 0.00016612294760488873
, 6, 0.000502776470657015, 7.303022493945515e-5
