p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.00448389838761227, 3.554200960687791e-5
, 1, 1.708148500464812e-5, 2.2490189509988444e-9
c, 0, 5.9618409968570374e-5, 7.879378109312678e-9
, 1, 3.67184701750607e-7, 3.2473521472520966e-12
p, 0, 0.4782204191798688, 1.0892522315446294
, 1, 0.011897437130649415, 0.002010745409597399
, 2, 0.002869919016620757, 0.0012730672412460753
, 3, 0.001481515336015958, 0.0004520051595818032
, 4, 0.0008625429185823645, 0.00018749568742418364
, 5, 0.0005890498341017182, 6.669234476577297e-5
c, 0, 0.38271236470645986, 0.6828969057036542
, 1, 0.004083621621754676, 0.00018838897380876366
, 2, 0.0009288701505364048, 1.758690473528308e-5
p, 0, 0.4715962964465251, 0.5009332024363069
, 1, 0.005490657579316047, 0.00022337148684903427
, 2, 0.0008838181498069532, 1.3535922652051818e-5
c, 0, 0.048154857216450304, 0.00983108503521207
, 1, 0.0007680975625802793, 7.695984945380906e-6
p, 0, 2.886534900585427, 42.728924300687446
, 1, 0.07246414794635153, 0.06273037191154238
, 2, 0.015493310721023553, 0.041121403753469246
, 3, 0.0080405480052625, 0.015529708385339795
, 4, 0.004880421627595951, 0.006443001850630665
, 5, 0.003151620317506932, 0.0024335683935744166
, 6, 0.0018187468965022457, 0.001073648116874758
, 7, 0.0018175112753755157, 0.00045134073729931475
, 8, 0.000897238069725999, 0.00020823350760336342
, 9, 0.0010141685564750006, 9.347547495265222e-5
c, 0, 2.8704103254114086, 35.26253314845383
, 1, 0.017928126860569098, 0.005801461293542963
, 2, 0.0014308890818755466, 3.8185325429609924e-5
p, 0, 2.4771064200979334, 41.054736571907355
, 1, 0.08123495915270426, 0.10608141920414779
, 2, 0.017146701391194896, 0.055155021501527304
, 3, 0.008593597039004402, 0.018421816394267064
, 4, 0.005659440281153659, 0.008546342680900692
