start_time,end_time
0:00:38,0:00:48
0:02:15,0:02:27
0:03:00,0:03:20
0:03:43,0:03:58
0:04:16,0:04:33
0:05:21,0:05:34
0:06:11,0:06:24
0:07:11,0:07:22
0:07:46,0:08:02
0:08:47,0:09:00
0:09:27,0:09:38
0:12:04,0:12:15
0:12:40,0:12:56
0:13:53,0:14:02
0:14:31,0:14:43
0:15:29,0:15:39
0:15:55,0:16:09
0:17:00,0:17:03
0:17:36,0:17:51
0:18:54,0:19:05
0:19:38,0:19:56
0:21:09,0:21:19
0:21:30,0:21:44
0:23:34,0:23:44
0:24:02,0:24:03
0:24:19,0:24:21
0:24:52,0:25:03
