start_time,end_time
0:02:22,0:03:04
0:04:03,0:04:31
0:04:41,0:05:05
0:05:21,0:05:44
0:06:49,0:07:06
0:07:14,0:07:32
0:09:58,0:10:10
0:10:28,0:10:44
0:10:57,0:11:13
0:11:21,0:11:31
0:12:56,0:13:07
0:13:14,0:13:28
0:15:13,0:15:25
0:15:34,0:15:48
0:16:41,0:16:50
0:17:03,0:17:16
0:18:22,0:18:35
0:19:07,0:19:21
0:19:57,0:20:06
0:20:37,0:20:55
