start_time,end_time
0:01:06,0:01:21
0:04:01,0:05:03
0:05:19,0:05:38
0:06:27,0:06:41
0:07:19,0:07:38
0:08:35,0:08:52
0:09:04,0:09:22
0:10:14,0:10:32
0:11:04,0:11:23
0:13:26,0:13:59
0:15:03,0:15:40
0:17:37,0:18:00
0:18:11,0:18:27
