start_time,end_time
0:05:46,0:05:59
0:06:20,0:06:39
0:07:25,0:07:37
0:08:14,0:08:28
0:10:16,0:10:29
0:10:46,0:11:03
0:11:43,0:11:54
0:13:12,0:13:26
0:17:13,0:17:40
0:20:07,0:20:18
0:20:34,0:20:50
0:21:48,0:22:00
0:22:07,0:22:19
0:24:10,0:24:25
0:24:40,0:24:52
