start_time,end_time
0:18:23,0:18:38
0:20:35,0:21:17
0:26:44,0:26:52
0:27:46,0:28:05
0:28:34,0:28:56
0:30:44,0:31:12
0:31:41,0:32:12
0:37:02,0:37:27
0:37:59,0:38:18
