start_time,end_time
0:00:39,0:00:46
0:04:11,0:04:20
0:05:07,0:05:25
0:05:42,0:05:52
0:06:16,0:06:38
0:07:02,0:07:12
0:07:27,0:07:33
0:08:40,0:08:56
0:09:14,0:09:34
0:10:29,0:10:47
0:11:40,0:11:54
0:12:24,0:12:26
0:12:47,0:13:03
0:13:53,0:13:54
0:14:39,0:14:52
0:15:33,0:15:48
0:16:02,0:16:19
0:17:11,0:17:25
0:17:54,0:18:08
0:18:56,0:19:07
0:19:40,0:19:51
0:20:58,0:21:12
