start_time,end_time
0:23:54,0:24:11
0:25:10,0:25:34
0:26:11,0:26:17
0:26:51,0:27:08
0:27:46,0:27:47
0:28:39,0:29:06
0:29:37,0:29:59
0:30:20,0:30:27
0:31:05,0:31:33
0:32:25,0:32:46
0:33:43,0:34:01
0:35:20,0:36:00
0:37:57,0:38:16
0:39:05,0:39:23
0:39:51,0:40:11
0:40:46,0:41:02
0:42:15,0:42:45
0:43:47,0:44:17
0:44:32,0:44:59
0:45:14,0:45:31
