start_time,end_time
0:01:02,0:01:24
0:01:36,0:01:50
0:03:54,0:04:04
0:04:11,0:04:24
0:06:02,0:06:11
0:06:30,0:06:43
0:09:05,0:09:14
0:09:22,0:09:38
0:10:16,0:10:26
0:10:43,0:10:56
0:11:30,0:11:37
0:11:47,0:11:59
0:12:34,0:12:41
0:12:54,0:13:08
0:13:42,0:13:49
0:14:06,0:14:16
0:14:54,0:15:03
0:15:13,0:15:23
0:16:23,0:16:31
0:17:23,0:17:33
0:18:05,0:18:14
0:18:36,0:18:47
0:19:23,0:19:31
0:20:36,0:20:50
