start_time,end_time
0:00:38,0:00:45
0:02:03,0:02:17
0:02:28,0:02:45
0:04:07,0:04:21
0:04:31,0:04:47
0:05:58,0:06:10
0:06:19,0:06:35
0:08:30,0:08:41
0:09:06,0:09:20
0:10:42,0:10:52
0:11:04,0:11:18
0:12:11,0:12:22
0:12:34,0:12:46
0:13:35,0:13:44
0:14:07,0:14:19
0:15:04,0:15:14
0:15:41,0:15:53
0:17:12,0:17:38
0:20:53,0:21:01
0:21:21,0:21:33
