start_time,end_time
0:01:53,0:02:10
0:04:38,0:04:54
0:05:04,0:05:19
0:08:01,0:08:16
0:08:36,0:08:50
0:10:10,0:10:31
0:10:44,0:11:11
0:11:38,0:11:56
0:12:38,0:12:49
0:13:35,0:13:48
0:15:19,0:15:32
0:19:40,0:19:57
0:20:04,0:20:20
0:24:02,0:24:16
0:24:32,0:24:48
