p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.15998868771020483, 0.10803068814933037
, 1, 0.001434145517880148, 2.735638976489188e-5
c, 0, 0.009205758885459393, 0.0001846789249578468
, 1, 5.074822779391585e-5, 4.3143573720692456e-8
p, 0, 0.2847589140213475, 0.3929710850353255
, 1, 0.004509972781320662, 0.00031021616281582624
, 2, 0.0011805973504491073, 0.0002112969966550447
, 3, 0.0005773247448656201, 7.280977122406703e-5
c, 0, 0.1740608166283411, 0.1029379407419484
, 1, 0.0014675439709456786, 2.5103089800051103e-5
p, 0, 0.5230825315382643, 1.2155461767160978
, 1, 0.02033309310985519, 0.007452170829045049
, 2, 0.004544798753652388, 0.0032883593931214185
, 3, 0.002066183230717149, 0.0009451013700793699
, 4, 0.0013349705752760575, 0.00044569653958660753
, 5, 0.0008765540200250221, 0.0001499542666450869
, 6, 0.0006286443635850641, 7.038210121612628e-5
c, 0, 0.1751515613498844, 0.14514782766789935
, 1, 0.0016621297140394552, 5.5198182805249646e-5
p, 0, 0.5076708282168116, 1.4890140628372284
, 1, 0.022358836889202996, 0.01262419769124246
, 2, 0.00571931306784171, 0.0053762733097387815
, 3, 0.002829527456603395, 0.0016978033946486084
, 4, 0.001698204687506119, 0.0007666265534228151
, 5, 0.0011776074613407588, 0.0002700822453458407
, 6, 0.000610236753330496, 0.00011948894746689919
, 7, 0.0004411043741108475, 4.3354340947623126e-5
c, 0, 0.05585081006678548, 0.020843507395156148
, 1, 0.0006390159975109942, 1.099040802580921e-5
p, 0, 0.7042025055274048, 3.4390098011734676
, 1, 0.025952349633701452, 0.027375206809980086
, 2, 0.008453794315804525, 0.01183085234815237
, 3, 0.004539757720052772, 0.004218987838792904
, 4, 0.0026280873914486117, 0.001810942158707949
, 5, 0.0019222575759722702, 0.0006610025922821274
, 6, 0.0008906210229110733, 0.0002841981012045283
, 7, 0.0007158092778566954, 0.0001073729187098685
, 8, 0.00040478353966487266, 4.920433115907927e-5
c, 0, 0.01875228090930915, 0.0022568026228806937
, 1, 0.0006923092098271573, 1.5502848567164145e-5
p, 0, 0.07079492325675872, 0.015871455683787797
, 1, 0.00344486409146001, 0.00011878380927229562
, 2, 0.0007169035489417131, 7.957611731112525e-5
c, 0, 0.00796755044964931, 0.0005055112312628201
