p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.31744311017126675, 0.4960654141035352
, 1, 0.007469980979835721, 0.0003630426685698017
, 2, 9.773655024021232e-5, 1.2442888758587143e-7
c, 0, 0.05556967718044708, 0.007733490314399727
, 1, 0.0002507687164081814, 1.1885254655123049e-6
p, 0, 0.9141916523040635, 3.120452276098606
, 1, 0.03210670387952192, 0.01281215563100983
, 2, 0.006541419112964732, 0.006569564798165386
, 3, 0.003310808785867233, 0.002250238807542211
, 4, 0.0017900642924748517, 0.0008969805362620668
, 5, 0.0012791983554777493, 0.00035206019648138364
, 6, 0.000867356828591207, 0.0001478273368187439
, 7, 0.0006822904360029682, 5.89196314730293e-5
c, 0, 0.603721147251592, 1.5354591204478025
, 1, 0.005572722713015914, 0.0004468401491054594
, 2, 0.0009743341104327975, 1.7980930387278823e-5
p, 0, 2.134840213173004, 20.053459183002033
, 1, 0.04276076140867344, 0.01861272410392033
, 2, 0.008155390447542234, 0.00827293475289731
, 3, 0.004322772873055927, 0.0038118241455107884
, 4, 0.002417954449913222, 0.001322572576109297
, 5, 0.0022252663405462375, 0.000606271972637514
, 6, 0.0019235160314126504, 0.0002283842115737237
, 7, 0.0017395223249911432, 0.0001085146554605596
, 8, 0.0013766845642757273, 4.296924001163558e-5
c, 0, 1.075096180644138, 5.125635622968357
, 1, 0.011521566266767994, 0.0015812468837040447
, 2, 0.0008783888310148604, 1.9478409545311058e-5
p, 0, 1.6610995029632973, 17.13637438777963
, 1, 0.029492548535146292, 0.029546756748847127
, 2, 0.011729354995850406, 0.022980382956569314
, 3, 0.0057770675389469325, 0.00864633956173817
, 4, 0.003732455739303203, 0.0036495497841094997
, 5, 0.0025608377002686753, 0.0013889666932584803
, 6, 0.0015187094498825826, 0.0005862544022004028
, 7, 0.0009827149097359164, 0.0002301454084210102
, 8, 0.0006727465709031509, 0.00010124683978441329
, 9, 0.0004629434076440605, 3.537207560426385e-5
