p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.42883328982945884, 0.6596068830283603
, 1, 0.004965496413258575, 0.00032796977608053296
, 2, 0.001162463995046104, 0.00011889052749997001
, 3, 0.00046523834287252424, 4.062091960566156e-5
c, 0, 0.30320364678204004, 0.27531336265637496
, 1, 0.0018100474244806552, 4.958568015386539e-5
p, 0, 0.4087020496836637, 0.3824388661946726
, 1, 0.009154037609867216, 0.0006952195363467721
, 2, 0.0012154111003645626, 0.00013005864037842879
, 3, 0.0004216766785846706, 4.278379381451742e-5
c, 0, 0.09248986207759377, 0.020470515011779638
, 1, 0.001243209732855295, 1.994019267720625e-5
p, 0, 2.023372799696423, 17.728425127359106
, 1, 0.06287522086106356, 0.05961059724129454
, 2, 0.014290221705304466, 0.03336953718087496
, 3, 0.0070611609502369685, 0.010473601255395846
, 4, 0.004154298323165785, 0.0044605798034014965
, 5, 0.0032430255604446027, 0.0015619362111790917
, 6, 0.0015517843589028524, 0.0007419076294531868
, 7, 0.0014171235541877707, 0.0002760765329062709
, 8, 0.0008940192186678705, 0.00013395483826184453
, 9, 0.0006696768676736115, 5.376708302972235e-5
c, 0, 1.2309320779077837, 8.136888166630904
, 1, 0.008540951526412042, 0.001664305283261034
, 2, 0.0006786214097507966, 2.1812940419526256e-5
p, 0, 1.1651312448801334, 4.446086667527941
, 1, 0.02066663030538368, 0.009497568513908872
, 2, 0.0054670507931098376, 0.004831362116317165
, 3, 0.0026784042833555358, 0.0014920837196024024
, 4, 0.0016273959058218804, 0.0006593491322708306
, 5, 0.0012539938311437098, 0.00024054573172557506
, 6, 0.0006203433059613275, 0.00010749584757189183
, 7, 0.0006384458629618902, 4.281013136729525e-5
c, 0, 0.19156425622895742, 0.11945921102840566
, 1, 0.0010355373164155483, 2.3330866076245008e-5
p, 0, 1.6482151476281701, 10.358943142856113
, 1, 0.034201937679918984, 0.020450507025872543
, 2, 0.008886384457215206, 0.014229459851859999
, 3, 0.00435799711073891, 0.004074016137377072
, 4, 0.002379504633364461, 0.0016109455425170694
, 5, 0.0018942084691566754, 0.0005182540492289999
, 6, 0.0007966860728283337, 0.00023567916284308416
, 7, 0.000715273828405198, 8.267825898733217e-5
c, 0, 0.18184663312386648, 0.29215698094143017
, 1, 0.0020804922216979883, 8.90539122801455e-5
p, 0, 2.2577522159236967, 22.85855482391289
, 1, 0.07830701879810653, 0.15622964853330656
, 2, 0.018960441885880204, 0.06451964410536062
, 3, 0.00982712302865594, 0.018839785774186116
, 4, 0.005538374454977804, 0.008197585963540404
