258.6891319864005,258.2295320608572,257.72287945377946,257.26984540914214,256.8348384713005,256.4164014058088,256.0131044644412,255.62353571449714,255.24639674460312,254.88037318590082,254.52421157272374,254.15484308020865,253.73587776949716,253.40231866009543,253.0828240170764,252.76870028743176,252.46732799592135,252.15709575695269,251.8494825154787,251.54160302397736
258.466005339239,257.9932585790558,257.5228002907811,257.07997901143415,256.65349871103393,256.2416618669403,255.84300379505294,255.4562160364155,255.08014880689404,254.71370112464922,254.3558520604398,253.98557324842068,253.6010311964452,253.26281898591955,252.93489386981105,252.61172425735882,252.29748310787926,251.9789289979344,251.66282553528606,251.34705686140265
258.2434014483228,257.7638657907289,257.32245666201726,256.8894174687474,256.47108439662316,256.0655336008669,255.67126305458297,255.28705664813916,254.91190553290102,254.54491112103892,254.18527463914577,253.81545832377736,253.45744576164714,253.11479892992557,252.7791805653106,252.4477990281709,252.12210453021152,251.7960506382359,251.47237122995884,251.14963198848704
258.02126593582193,257.540574225607,257.12175301997644,256.69805797104,256.2874904031226,255.88791402833527,255.49778758690903,255.11597690047952,254.7416065231498,254.37396948608443,254.01247897336376,253.6442734947162,253.30562954429314,252.95878021608965,252.61619345352273,252.2774177314103,251.94163872571878,251.60889286920224,251.27853290234887,250.94972256665648
257.7995444239062,257.3226044134203,256.92059381714733,256.50579770827017,256.10261160558696,255.70870057009262,255.3224827359089,254.94289614424804,254.56919137816593,254.2008425308006,253.83746472761607,253.47179394967432,253.14609062357388,252.795284568388,252.44644188439517,252.10107349861963,251.75653215720175,251.41788788217826,251.0817238553083,250.74772275733667
257.5781825347455,257.1091768838994,256.7188835060184,256.312533870396,255.9163428790707,255.52779064688588,255.14525384546013,254.76773373025605,254.39459969847522,254.02549656620207,253.66023156642495,253.29779487708907,252.9793370786798,252.62483371079668,252.27043520787586,251.91925946134126,251.56723128746103,251.22346786850912,250.882357391689,250.54402672195351
257.35712589050974,256.89951216677457,256.51652653907854,256.1181636473759,255.7285790986285,255.345081679462,254.96600625944046,254.59040900931507,254.21777108460336,253.84789790330356,253.48077915431247,253.1220514653975,252.8058769888015,252.44794936729195,252.08868277391238,251.7324687511177,251.3741825792972,251.02606501953971,250.68084681434314,250.33902862193273
257.1363201133689,256.69283079177626,256.31342736881624,255.92258422916794,255.53921513931493,255.16047108856804,254.78464532172757,254.41084133223654,254.0386451370759,253.6680128531197,253.29910715580098,252.9443389030371,252.6262184331294,252.26515326185012,251.90169393245253,251.54119449949127,251.177832495511,250.82611152661497,250.47760542612266,250.13312261870018
256.9157108254928,256.48835328863487,256.10949044771996,255.72569280573035,255.34814587618453,254.97385629495096,254.60107637619907,254.22895004983172,253.85716145641868,253.48580772666534,253.1152152354126,252.764432378445,252.44086949085403,252.0769671184472,251.70997803344412,251.34592983800465,250.978627498903,250.62403958107996,250.27304652987965,249.92670287368165
256.6952436490513,256.2853001870809,255.90462022827862,255.52738656702127,255.15526618429192,254.78513471935773,254.41520476673284,254.04465451291213,253.67325964315745,253.301248834955,252.92910305766958,252.58210708005845,252.25033824116576,251.88391266105947,251.51404442683494,251.14716789820005,250.77701405227378,250.4202813742797,250.06758342846592,249.72016354830293
