p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.18790205461770507, 0.11329441726265152
, 1, 0.0012545786800560862, 2.205088623026156e-5
c, 0, 0.016087920654832534, 0.0007594257026777491
, 1, 9.187062266131538e-5, 1.3815512294449166e-7
p, 0, 0.5917245016921072, 1.4555727015496573
, 1, 0.017765039179195738, 0.0036226043491082104
, 2, 0.003013914323450274, 0.0019275924451821066
, 3, 0.0012804022765823004, 0.0005180189639040658
, 4, 0.0009292366815595657, 0.00025172673075591636
, 5, 0.0006209058742760497, 8.713561123502714e-5
c, 0, 0.3825643434744166, 0.5588966390467102
, 1, 0.0034821723906639608, 0.00015691143335679446
, 2, 0.0005000473607550007, 2.1170871068944543e-5
p, 0, 1.9254760053808895, 13.666606521081144
, 1, 0.039438777521681005, 0.012793718497255701
, 2, 0.007007940205626306, 0.008779881049880136
, 3, 0.0031729752125551464, 0.0026109292201225653
, 4, 0.0024359577049912337, 0.0011743219159635998
, 5, 0.0014119982598082056, 0.0004344128881692275
, 6, 0.0010103910568424672, 0.0001985410632963084
, 7, 0.000781412466274731, 7.747812493924609e-5
c, 0, 0.6256588813442088, 2.863976872401097
, 1, 0.006430534733887578, 0.0007596172671383953
, 2, 0.0011669543853924896, 2.6811571686574437e-5
p, 0, 1.0169810810427637, 5.276982206057585
, 1, 0.02559997303750115, 0.010570892635801705
, 2, 0.005664901545603706, 0.006794571585695699
, 3, 0.002441057645559306, 0.0019013295050486368
, 4, 0.0019299031555122532, 0.0008879751732486002
, 5, 0.0011710811420255493, 0.0002962630161812159
, 6, 0.0008858575117509372, 0.00014384147576343849
, 7, 0.000783234324476354, 5.1038035236249867e-5
c, 0, 0.09020902958207057, 0.08231271962338625
, 1, 0.0012683332565797648, 2.423575169044787e-5
p, 0, 1.6044283702965978, 4.4518028074188045
, 1, 0.01589760478089936, 0.002299673007048092
, 2, 0.001765601835504785, 0.00018233312076919994
, 3, 0.0006959604332338976, 0.0001058259549439065
, 4, 0.0003177885706575838, 3.055846597340051e-5
c, 0, 0.12234348007517867, 0.09107259778594609
