p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0006976519356349523, 9.461542992767454e-7
, 1, 4.522959256913159e-6, 2.234529967197021e-10
c, 0, 3.290294223698214e-6, 1.246593481959279e-10
, 1, 5.522652331408225e-8, 9.498202498198745e-14
p, 0, 0.3647892065901072, 0.5688607309533166
, 1, 0.004665170952959213, 0.0004872728973016621
, 2, 0.0016134146334498582, 0.0003899345857125908
, 3, 0.0008083965494798678, 0.00014103301319884896
, 4, 0.00042419866089040846, 5.4837886971580666e-5
c, 0, 0.31501100185826075, 0.33712421515970176
, 1, 0.0019172316683561655, 5.431687886791063e-5
p, 0, 0.27996637966532234, 0.2190396770243754
, 1, 0.002566671712721725, 7.444502949136517e-5
c, 0, 0.034669504685856244, 0.004359588865468376
, 1, 0.00020121100385411188, 1.0839160129085358e-6
p, 0, 1.4335085978242312, 7.894180583379283
, 1, 0.01817362913398006, 0.005272060200742389
, 2, 0.004706747943896033, 0.0024004468104142
, 3, 0.002216880876051006, 0.0010610079416389544
, 4, 0.0011927210338833001, 0.000372828781279357
, 5, 0.000864446132209948, 0.000164781285157305
, 6, 0.0004509816632996767, 6.11449155115418e-5
c, 0, 0.6094485060044365, 2.252521155115301
, 1, 0.004778228014362024, 0.0004810507080631279
, 2, 0.0006076017111753077, 1.9068639724901187e-5
p, 0, 0.9993415140123257, 6.2218272882488215
, 1, 0.021540792835807537, 0.00666245505753715
, 2, 0.0049395189916991225, 0.004001348074358821
, 3, 0.0026861837812704173, 0.0015630212299951075
, 4, 0.001457456690151718, 0.0006022441863383565
, 5, 0.001080685057151934, 0.0002346582829979604
, 6, 0.0005669070178733456, 9.724268303548298e-5
c, 0, 0.08719876879981982, 0.049924723832204795
, 1, 0.001260015900276518, 3.1916310168624594e-5
p, 0, 3.306215927168296, 54.72628253740021
, 1, 0.06083926592195616, 0.06916177432512133
, 2, 0.015424454195302247, 0.04028880244112869
, 3, 0.008579357327920204, 0.0160097521156245
, 4, 0.004725568276770287, 0.006139001657286482
, 5, 0.003407940888546497, 0.0024173990562495152
, 6, 0.001813459935759573, 0.0009662042085037093
, 7, 0.001355644671850707, 0.00039712739653058554
, 8, 0.0007199709525071833, 0.00015891542271179746
, 9, 0.0005497846763956926, 6.597652189349221e-5
c, 0, 0.055410017173198066, 0.021074052491982253
, 1, 0.0009519632382082954, 2.0483067598444427e-5
p, 0, 0.14561690340347197, 0.12532198056918709
, 1, 0.003783627814749614, 0.00018590099556239727
, 2, 0.0008032217797315879, 0.00013720183634842844
, 3, 0.00035254991729918677, 4.0613935521530955e-5
c, 0, 0.026862043110719384, 0.006183503126021981
, 1, 0.0009409411671883305, 2.0839031562654706e-5
p, 0, 0.14113144788346763, 0.045140543377199326
, 1, 0.0013061242276564689, 2.8878044353848665e-5
c, 0, 0.02011860735234499, 0.0021143430389120774
, 1, 0.000748399302190257, 1.28389702692391e-5
p, 0, 0.15791895435541028, 0.08940842508317283
, 1, 0.0023451843581256153, 5.392666834778483e-5
c, 0, 0.01141468654618397, 0.0009827695162859928
, 1, 0.0003316839038863655, 3.7999911510904333e-6
p, 0, 0.12125003682028264, 0.028752729194807182
, 1, 0.0012209128786707492, 1.7284898057735405e-5
c, 0, 0.006512227133195494, 0.000476698080784582
, 1, 0.00037682431852851085, 4.904518387908241e-6
p, 0, 0.13417658093184492, 0.050376216959105866
, 1, 0.0017509460992592755, 2.662156460661032e-5
c, 0, 0.005237147339230128, 0.0002864070458286301
