p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.3864700865265532, 0.6774652665881495
, 1, 0.008620581069563938, 0.0009585798378332551
, 2, 0.0014999788670009295, 0.0004074648729597804
, 3, 0.0008706171238644114, 0.00017627414267979398
, 4, 0.0005243054224542529, 7.32545086249888e-5
c, 0, 0.4658224961621915, 0.4946688135021125
, 1, 0.00287867310204504, 0.0001166333362982325
, 2, 0.0006644269397093529, 1.555042253431984e-5
p, 0, 1.8239620369993441, 13.971517599556485
, 1, 0.05071806978456857, 0.025737145496394255
, 2, 0.008445521255321786, 0.014018749163862077
, 3, 0.0045303849764370884, 0.005413032827041457
, 4, 0.002850580230262127, 0.0022350472389511046
, 5, 0.0020762761554442098, 0.0008636039473869012
, 6, 0.0011827195990002002, 0.0003618132290967558
, 7, 0.0007728469118863941, 0.00015006288025616962
, 8, 0.0005058545915125328, 6.358157748373031e-5
c, 0, 1.0707580225662223, 6.87745955400963
, 1, 0.010987116400141087, 0.0012681332169465736
, 2, 0.0007240512267306156, 1.7424090050106133e-5
p, 0, 1.3213488558007325, 9.742624536328353
, 1, 0.033534699383302814, 0.029750663854424615
, 2, 0.009414985482760981, 0.01590327388847514
, 3, 0.004940534397202028, 0.006307810630824737
, 4, 0.003228433605276872, 0.00265227617128915
, 5, 0.002184259072790435, 0.0009778382908521076
, 6, 0.0012445584833959786, 0.0004327944375802194
, 7, 0.0007658110715151953, 0.00015602416732062415
, 8, 0.0005536140512571082, 7.252508622615758e-5
c, 0, 0.18991679833672606, 0.12555352002790315
, 1, 0.0018032781265140759, 3.442799321766656e-5
p, 0, 3.4378677090673944, 63.340648960429995
, 1, 0.1350104557950722, 0.2668135748748832
, 2, 0.028927322719262807, 0.1424472644717223
, 3, 0.01527782374938761, 0.054868917811891287
, 4, 0.009127398923380565, 0.024037685176234294
, 5, 0.006562953954989948, 0.008944518515612994
, 6, 0.0038140545635318543, 0.00376985294478034
, 7, 0.002391915728659353, 0.0014547803175478853
, 8, 0.001630369945733912, 0.0006462217332527649
, 9, 0.0010500825369412939, 0.00025990142409067327
, 10, 0.0006984773254089192, 0.00010857871353715291
, 11, 0.00042156235101442087, 4.635263543668134e-5
c, 0, 0.08035749726505599, 0.050046435636025566
, 1, 0.000973881453060346, 1.564486388925578e-5
p, 0, 0.6750630919180712, 2.2095972510538395
, 1, 0.021369125283348056, 0.007071230008880314
, 2, 0.004434210678175409, 0.00403719317683348
, 3, 0.0026686087997356573, 0.00153069950586159
, 4, 0.0015636775833548998, 0.0006809528703120963
, 5, 0.0010227276501573923, 0.0002556071789478506
, 6, 0.0006570344761955293, 0.00010807760255274646
, 7, 0.0004111637153346451, 4.1486585133051165e-5
c, 0, 0.06539127595209518, 0.041316652262691496
, 1, 0.0009519120345270091, 1.4463240456721866e-5
p, 0, 0.34859592090093794, 0.7488808155863724
, 1, 0.00713216918422154, 0.0013176674829757026
, 2, 0.0017163144865926835, 0.0005877447197957832
, 3, 0.001183520422615633, 0.0003059949090651566
, 4, 0.0005972719753071906, 0.00010002878151087573
, 5, 0.00043000062497023587, 4.833486153795992e-5
