p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.5700465314812955, 1.4350012693055771
, 1, 0.007789683418948866, 0.0010867182122331924
, 2, 0.0024093979870413963, 0.000892106304455175
, 3, 0.001156238265975094, 0.00029516639861333583
, 4, 0.0006684749945115577, 0.00012604316164252152
, 5, 0.0005024615542137152, 4.791186382078108e-5
c, 0, 0.6735123498135467, 1.8758106312239637
, 1, 0.0037181733945743428, 0.00020460754480979205
, 2, 0.0004339986457497723, 1.3447575730110686e-5
p, 0, 3.804649377924981, 69.34015306233397
, 1, 0.07257085511764436, 0.06701767670191819
, 2, 0.01351714790618027, 0.026318715060642747
, 3, 0.007319672663642973, 0.0111204134948237
, 4, 0.004319014500805478, 0.004376192060940252
, 5, 0.002857539632080748, 0.0015565982214317802
, 6, 0.0015706140593244001, 0.0007036871671806654
, 7, 0.001109540952435224, 0.0002709294842526932
, 8, 0.001023260710259725, 0.0001205593845189403
, 9, 0.0009137136018864072, 4.931227928613582e-5
c, 0, 2.908517245186707, 51.35807053304195
, 1, 0.02114622516761983, 0.009198059251016452
, 2, 0.0009628182949357963, 2.8415210111581174e-5
p, 0, 2.88320054006614, 55.35125202138636
, 1, 0.05555323581698384, 0.08086055564538175
, 2, 0.015931127518784442, 0.0381535310370202
, 3, 0.007995016100502485, 0.013689684195241964
, 4, 0.005187703134075374, 0.005649294696250452
, 5, 0.0033416174199001085, 0.0019765923992769155
, 6, 0.0018530369024936202, 0.0008916454010539903
, 7, 0.001287256651135729, 0.00031214112313455967
, 8, 0.0007602767829751492, 0.00015310955266054752
, 9, 0.0005112152480533346, 5.199559533297956e-5
c, 0, 0.496662506969866, 1.3126234993007297
, 1, 0.004557593739720231, 0.00034623010119121464
, 2, 0.00047331966321604603, 1.4569191169861766e-5
p, 0, 4.350902055396887, 119.87627467824494
, 1, 0.10707763021069447, 0.2295841916283162
, 2, 0.02735214317794479, 0.11189659707729582
, 3, 0.013475473542580545, 0.03933051861888311
, 4, 0.008720407886966257, 0.016543230555274496
, 5, 0.005692471249521364, 0.005487791673884955
, 6, 0.0031415736262086634, 0.0025737994877217973
, 7, 0.0021671597917911067, 0.000884410998091547
