p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.40263689770458444, 0.6675666552335315
, 1, 0.00859188470140208, 0.0009673912699859501
, 2, 0.0018875310246228394, 0.00037884946624722394
, 3, 0.0008512852822396074, 0.00017283318719040348
, 4, 0.0005247947114226116, 6.833953627468222e-5
c, 0, 0.46165348239824844, 0.5442598975973997
, 1, 0.004282246872554701, 0.00021538522175002843
, 2, 0.0006799677576145023, 1.396651767418864e-5
p, 0, 2.7142133944050966, 28.990763775764304
, 1, 0.05793489722366636, 0.01643713401446492
, 2, 0.010059639970979547, 0.006953407204472469
, 3, 0.00427186535109288, 0.003610712231781021
, 4, 0.0024595938993216696, 0.001274487108911459
, 5, 0.0016883274793724023, 0.00056929862726495
, 6, 0.0012554823047242311, 0.00019638157516851078
, 7, 0.0010455500737179485, 9.476281252186866e-5
c, 0, 2.315410229092106, 33.09043734376801
, 1, 0.024243130151167216, 0.005459358937029003
, 2, 0.001128826751413024, 1.8111205515926332e-5
p, 0, 1.5538901265750136, 14.574546439929861
, 1, 0.024970349024038725, 0.010832119720649121
, 2, 0.00605346031510512, 0.007164175437909344
, 3, 0.004052906924613088, 0.00328868074181081
, 4, 0.0024530457746387117, 0.0012931240560724215
, 5, 0.001408112218680439, 0.0005157405804913403
, 6, 0.0008278247203455731, 0.00020989979685814112
, 7, 0.0005442488816788011, 8.504368450086431e-5
c, 0, 0.12359492496209003, 0.05141684104089835
, 1, 0.001429434202925663, 2.5775273639951545e-5
p, 0, 17.17982716975945, 1148.2510006509042
, 1, 0.2435398926255371, 0.7588014128706212
, 2, 0.054356902315901734, 0.6175702471123348
, 3, 0.04149530804313695, 0.2776614878499114
, 4, 0.02240357167782369, 0.09813697810451393
, 5, 0.014118735263558866, 0.04306282527528684
, 6, 0.00856826120473866, 0.015397039639800405
, 7, 0.004779582965851139, 0.00638104487438117
, 8, 0.00301488725311317, 0.002051033665489476
, 9, 0.0018965364440527445, 0.000979170473112257
, 10, 0.001122883825292018, 0.0003182633953746613
, 11, 0.0007564890775056591, 0.00016285813107356874
, 12, 0.0004479940676078203, 4.968486227768612e-5
c, 0, 0.17152239099523622, 0.18807308401867315
, 1, 0.0012666602974893805, 2.557670943949196e-5
p, 0, 0.8820619951649376, 2.4942632344869216
, 1, 0.015306868359279075, 0.0018580016352159473
, 2, 0.0024413498491680273, 0.001033849696540726
, 3, 0.001824274899539667, 0.000531707580259013
, 4, 0.0009403224476150913, 0.00016250882253412922
, 5, 0.0005632321966519114, 7.682254532519188e-5
c, 0, 0.094866657356733, 0.05214902880723562
, 1, 0.0016987828186602531, 2.527027696007364e-5
p, 0, 1.2781998921598416, 4.770770146211992
, 1, 0.016938550712422597, 0.003736473996701032
, 2, 0.00412966428918703, 0.001572955696746378
, 3, 0.0022366467538125065, 0.0008623240995142115
, 4, 0.0012031917062029058, 0.00025154576134062666
, 5, 0.000817564728780982, 0.00013106120822096388
, 6, 0.00044151259362504856, 4.0740475809248704e-5
c, 0, 0.07826366556199231, 0.03793240208666065
, 1, 0.0011015646292392273, 1.336696135827791e-5
p, 0, 0.24432425964797058, 0.1581704675515434
