p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.020972432780682514, 0.0010565715791182489
, 1, 9.817377903504175e-5, 8.146058069344135e-8
c, 0, 0.000913230821759271, 2.1182113280194825e-6
, 1, 2.75358148124155e-6, 7.964461478270082e-11
p, 0, 0.1786274059983931, 0.12731969085281855
, 1, 0.004933906672475021, 0.0001810223005937447
, 2, 0.0008133916074303114, 2.0486112970040366e-5
c, 0, 0.0969385601165593, 0.027409175758634937
, 1, 0.001045015598952607, 1.0235728758334062e-5
p, 0, 0.35115125248827306, 0.5310721814517063
, 1, 0.00883713253154042, 0.0017338493233987236
, 2, 0.002623841891567158, 0.0011725771218692393
, 3, 0.0012880040470763096, 0.00042258440830186404
, 4, 0.0008130116938236838, 0.0001876932084045792
, 5, 0.0005739847698537695, 6.182923844057675e-5
c, 0, 0.12103039229054251, 0.05752623885938617
, 1, 0.0011477416797969833, 1.945887572552051e-5
p, 0, 0.32240715069714093, 0.7713559773219645
, 1, 0.015949336517173538, 0.0042217088347738544
, 2, 0.003440147348759307, 0.0021772742741671403
, 3, 0.0019288627348835047, 0.0008855040144191959
, 4, 0.0012461280266998582, 0.000367729960903218
