p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.34873859397638607, 0.5380602906337086
, 1, 0.009418847927455313, 0.0006379530436178943
, 2, 0.0015135628447151338, 0.00037019158554457774
, 3, 0.000743212014736657, 0.00014113344134333036
, 4, 0.0004674543135322212, 5.95170834593106e-5
c, 0, 0.32844236807266664, 0.3224269569607785
, 1, 0.001785406037404351, 4.687963908108291e-5
p, 0, 1.525064523242889, 10.189300780442299
, 1, 0.041248380058123583, 0.025751850724812828
, 2, 0.00844138023570459, 0.012393651309814598
, 3, 0.004238712344568336, 0.004558158216877427
, 4, 0.0025221939553849407, 0.001937870884585971
, 5, 0.0018863865273808333, 0.0007281781741529403
, 6, 0.00102734965873242, 0.00030963369560417953
, 7, 0.0007171683169656742, 0.0001254494625776736
, 8, 0.00045830624831171907, 5.444364310055083e-5
c, 0, 1.0256137373681238, 4.699039976253508
, 1, 0.012814163489998849, 0.0008426343624467504
, 2, 0.0008971447116720259, 1.3427313502559081e-5
p, 0, 1.7005215477988727, 6.8431434920413325
, 1, 0.01457849940510542, 0.002093243084399614
, 2, 0.0025020433017326786, 0.0007761257336247002
, 3, 0.0014185515681449294, 0.0003729763909142835
, 4, 0.0008652088129708628, 0.00013767343827039285
, 5, 0.0006659641473226695, 5.9034053095578164e-5
c, 0, 0.2330694460804329, 0.261590787276431
, 1, 0.004007421486405477, 9.665375979319438e-5
p, 0, 1.667321107433988, 16.176541369595796
, 1, 0.05767747851605708, 0.05055325224755403
, 2, 0.011405572593130669, 0.025792322862901167
, 3, 0.006296379560494451, 0.009180694558763913
, 4, 0.0036948742039988034, 0.00423486617854991
, 5, 0.002805025160836647, 0.0015691321837686442
, 6, 0.0015684293993572062, 0.000673273265882109
, 7, 0.0009851207416776073, 0.0002476595953038319
, 8, 0.0006985389163509992, 0.00011573615792995296
, 9, 0.00043888166317638313, 4.2676214071393e-5
c, 0, 0.12893123443161894, 0.12318460857742465
, 1, 0.002653054590589312, 4.073827616130953e-5
p, 0, 9.352863979110545, 304.6891020539506
, 1, 0.3147715808896799, 1.0982840204917248
, 2, 0.05138193121260965, 0.5444401688825751
, 3, 0.02923437166835273, 0.1944797344221768
, 4, 0.017580904467555905, 0.08976817927377129
, 5, 0.012681545837238451, 0.03269858937689281
, 6, 0.007119867035755503, 0.014247763162434592
, 7, 0.0045960404207580074, 0.005174827545158669
, 8, 0.0031791878136571278, 0.0024387613149245194
, 9, 0.0020450471549285803, 0.0009329501978485115
, 10, 0.001352042721884743, 0.00040538152673795107
, 11, 0.0008317794471173649, 0.00016396728628292754
, 12, 0.0005597254617629981, 6.929830166903421e-5
c, 0, 0.10648864150307012, 0.08850474498475117
, 1, 0.0017289590855145242, 3.3801062924849187e-5
p, 0, 0.6218722907092714, 1.7911415840157205
, 1, 0.014267326298620406, 0.0032193241223800106
, 2, 0.004005195999278294, 0.003209559699328038
