start_time,end_time
0:01:05,0:02:20
0:03:27,0:03:41
0:05:52,0:06:09
0:06:19,0:06:37
0:07:11,0:07:25
0:07:35,0:08:00
0:08:11,0:08:30
0:10:01,0:10:32
0:11:56,0:12:25
0:13:57,0:14:28
0:17:02,0:17:15
0:17:27,0:17:37
