start_time,end_time
0:01:28,0:01:41
0:03:49,0:04:00
0:04:20,0:04:30
0:05:13,0:05:25
0:06:03,0:06:18
0:06:57,0:07:10
0:07:21,0:07:43
0:08:36,0:08:59
0:09:11,0:09:24
0:15:55,0:16:11
0:16:28,0:16:50
0:17:00,0:17:14
0:20:00,0:20:13
0:20:28,0:20:40
0:21:31,0:21:43
0:22:26,0:22:36
0:24:36,0:24:49
0:26:26,0:26:37
0:28:05,0:28:19
