start_time,end_time
0:01:37,0:01:54
0:02:15,0:02:44
0:03:45,0:03:58
0:04:52,0:05:12
0:05:41,0:05:56
0:06:34,0:06:48
0:07:31,0:07:46
0:08:15,0:08:30
0:08:58,0:09:10
0:09:21,0:09:30
0:09:40,0:09:55
0:10:25,0:10:34
0:10:52,0:11:05
0:11:30,0:11:40
0:12:00,0:12:11
0:13:14,0:13:23
0:13:34,0:13:45
0:14:28,0:14:38
0:15:00,0:15:16
0:15:55,0:16:03
0:16:47,0:16:57
0:17:18,0:17:30
0:18:15,0:18:22
0:18:55,0:19:06
0:19:57,0:20:06
0:20:35,0:20:46
0:21:52,0:22:01
