start_time,end_time
0:03:58,0:04:25
0:04:38,0:04:51
0:09:43,0:10:03
0:10:11,0:10:24
0:11:30,0:11:45
0:12:08,0:12:28
0:12:48,0:13:01
0:13:35,0:13:54
0:14:25,0:14:36
0:14:48,0:15:01
0:19:41,0:19:55
0:20:08,0:20:20
0:20:50,0:21:03
0:21:16,0:21:27
0:22:01,0:22:13
0:22:51,0:23:05
0:23:54,0:24:07
0:24:14,0:24:25
