start_time,end_time
0:01:42,0:02:00
0:03:32,0:03:50
0:04:00,0:04:16
0:05:16,0:05:26
0:05:38,0:05:52
0:06:32,0:06:44
0:06:57,0:07:11
0:08:54,0:09:07
0:09:20,0:09:36
0:10:27,0:10:37
0:11:00,0:11:10
0:11:59,0:12:12
0:12:21,0:12:33
0:13:40,0:13:54
0:14:08,0:14:22
0:15:57,0:16:11
0:16:36,0:16:48
0:18:48,0:19:01
0:19:40,0:19:59
