start_time,end_time
0:00:34,0:00:53
0:04:07,0:04:22
0:04:29,0:04:46
0:05:39,0:05:51
0:06:06,0:06:19
0:08:15,0:08:26
0:08:34,0:08:46
0:10:48,0:11:04
0:16:54,0:17:11
0:17:22,0:17:42
0:19:05,0:19:19
0:19:35,0:19:50
