start_time,end_time
0:01:09,0:01:21
0:02:04,0:02:22
0:05:51,0:06:04
0:06:21,0:06:39
0:07:23,0:07:34
0:07:48,0:07:49
0:08:01,0:08:16
0:08:37,0:08:39
0:10:20,0:10:33
0:10:47,0:10:59
0:12:22,0:12:33
0:12:55,0:13:08
0:13:43,0:13:54
0:14:21,0:14:26
0:14:51,0:15:04
0:15:31,0:15:44
0:16:02,0:16:08
0:17:17,0:17:30
0:18:47,0:18:58
0:19:10,0:19:19
