start_time,end_time
0:06:35,0:06:58
0:07:51,0:08:29
0:13:02,0:13:14
0:13:48,0:14:08
0:15:08,0:15:12
0:16:10,0:16:27
0:18:58,0:19:21
0:20:36,0:20:53
0:21:17,0:21:37
0:22:44,0:22:58
0:24:55,0:25:11
