start_time,end_time
0:09:19,0:09:45
0:11:08,0:11:23
0:11:43,0:11:59
0:12:48,0:12:59
0:13:14,0:13:25
0:14:21,0:14:30
0:14:48,0:15:03
0:15:49,0:15:59
0:16:11,0:16:22
0:16:55,0:17:05
0:17:11,0:17:22
0:18:38,0:18:48
0:19:03,0:19:17
0:20:46,0:21:00
0:22:12,0:22:24
0:23:38,0:23:48
0:24:16,0:24:28
0:25:26,0:25:35
0:26:10,0:26:26
0:29:09,0:29:24
