p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.3584136034002963, 0.5234782499520783
, 1, 0.007256969134528833, 0.0004663841506628813
, 2, 0.00011511449294945858, 2.6791519067490564e-7
c, 0, 0.06618328571339041, 0.016200563053724377
, 1, 0.00028338421792720967, 1.7202831114843602e-6
p, 0, 0.7738649879933214, 2.57843112390867
, 1, 0.02058243375229621, 0.0032404942320202
, 2, 0.003832644609716797, 0.0015144746789932536
, 3, 0.0018036297387693985, 0.0006219438875683117
, 4, 0.0008707753625333602, 0.0002098824408525791
, 5, 0.0006992991529439793, 8.310761079087517e-5
c, 0, 0.5421188572483796, 1.5650707665628865
, 1, 0.0033929518095161875, 0.00021776312908878013
, 2, 0.0006248538836271034, 1.8221201992668936e-5
p, 0, 0.44353012426052224, 1.0224254139239428
, 1, 0.008947836477735675, 0.0014477443744654167
, 2, 0.0020312308438228785, 0.0006673255120510683
, 3, 0.0011258994159427888, 0.00023608581047764244
, 4, 0.000552731133655632, 9.415951449446727e-5
c, 0, 0.0343123139465795, 0.012606174763669918
, 1, 0.0016747300310945503, 3.2592821408001664e-5
p, 0, 1.7922364040241627, 7.995305392461249
, 1, 0.02368802231983285, 0.009259926801906019
, 2, 0.005909049533632465, 0.005756748300359118
, 3, 0.0033688947232071668, 0.0023098737087351717
, 4, 0.0018574352186448333, 0.000980858521722157
, 5, 0.001321584057827771, 0.00037306675143599315
, 6, 0.0006954921610403732, 0.00015281760168049256
, 7, 0.0005003247408739541, 6.0187099266422974e-5
c, 0, 0.3890498003484937, 0.8030201544733002
, 1, 0.003331853011502916, 0.00014674926752665795
, 2, 0.0004442484454994949, 1.6316330255201513e-5
p, 0, 0.8210376656294968, 3.907008664419416
, 1, 0.013668499976077757, 0.005158323711867611
, 2, 0.004719216914105232, 0.0036019509217831516
, 3, 0.0026540937051861063, 0.0013738380722839864
, 4, 0.0014500945767778957, 0.0006084853789246868
, 5, 0.0010775747709318453, 0.00022345384922097845
, 6, 0.000549075176019142, 9.57288425869645e-5
c, 0, 0.07533931121691836, 0.034085776146322556
, 1, 0.001638699254344096, 3.22996996758695e-5
p, 0, 4.847256073613393, 55.66101979238109
, 1, 0.08435034971623333, 0.07393851161881151
, 2, 0.01335587058756517, 0.02518109460697921
, 3, 0.007354041584389089, 0.010397679369497575
, 4, 0.0040588866015711135, 0.004451515587635981
, 5, 0.002922619988890696, 0.0017440902484093881
, 6, 0.0014683406538602858, 0.0006994622801481728
, 7, 0.001135034195116766, 0.0002775034577726717
, 8, 0.0006055186420198734, 0.00011214557181768767
, 9, 0.0004544522778274011, 4.694837193870135e-5
c, 0, 0.036341612986154216, 0.008359505766987307
, 1, 0.0007829465226041713, 2.0205783136782024e-5
p, 0, 0.5716540508950718, 0.6090287820285254
, 1, 0.00816497292180738, 0.00025771058833507166
, 2, 0.0009455647795806013, 4.46128690843394e-5
c, 0, 0.021038705516606873, 0.002253922981844257
, 1, 0.001009056977724499, 1.887143774263575e-5
p, 0, 0.3015944684097749, 0.15524208901205547
, 1, 0.003865641336747263, 5.670547331557387e-5
c, 0, 0.024763306218004037, 0.002498931450248467
, 1, 0.0003043695960498953, 3.7110128699051162e-6
p, 0, 0.2870605596395341, 0.12793600321231896
, 1, 0.003369070723604324, 5.198195302566302e-5
c, 0, 0.02966421578934106, 0.0025711883793519295
