p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.27495683323559783, 0.31176199520485354
, 1, 0.004241037335813939, 0.0001557239247892986
, 2, 0.0009389997153035057, 4.6540847814129555e-5
c, 0, 0.10382685054886777, 0.04223705645550617
, 1, 0.001045936689102083, 1.8099154342248438e-5
p, 0, 0.24149489370188795, 0.14802701410880742
, 1, 0.005000829978232597, 0.00020934816190212478
, 2, 0.0008577370196794092, 7.797745757149579e-5
c, 0, 0.0391314637380696, 0.005100977364837414
, 1, 0.0009566363121912095, 1.647729397789913e-5
p, 0, 1.3619967942077778, 7.4778560014867965
, 1, 0.0273397847369892, 0.009230602692271231
, 2, 0.005516213361605892, 0.0029741022028393817
, 3, 0.0025588782943095334, 0.001336577695488183
, 4, 0.0014341498808746185, 0.0005215158719990256
, 5, 0.0008963076085879853, 0.00020841193203502837
, 6, 0.0005350491854818344, 8.841046604143537e-5
c, 0, 0.6898074402018278, 3.4999463248364457
, 1, 0.008690898660548257, 0.0009077653525826112
, 2, 0.0012481628530300192, 2.2672319176656095e-5
p, 0, 0.8075302554537896, 4.807328437389952
, 1, 0.017954275189736968, 0.006539905354380369
, 2, 0.004521183625141227, 0.003949691755446208
, 3, 0.0028218362379095548, 0.0017400711201416411
, 4, 0.0015248198875727785, 0.0006600368565450087
, 5, 0.00092669457439551, 0.0002525169489405924
, 6, 0.000580816563545332, 0.00010474319905324003
, 7, 0.0003868511930247456, 4.140478576495479e-5
c, 0, 0.0762660140951199, 0.043762434323005826
, 1, 0.0010928223759078927, 1.7922219426129463e-5
p, 0, 3.254345360925452, 49.89947764588327
, 1, 0.06283973202715065, 0.08314362413935075
, 2, 0.015930957697185305, 0.04719586568285274
, 3, 0.009842971907768658, 0.021567868400560207
, 4, 0.005229970691797073, 0.007726297663689656
, 5, 0.0031715817377973242, 0.003031950816791272
, 6, 0.001969646351739833, 0.0011693271089034583
, 7, 0.0013389273327175629, 0.0004898348522762179
, 8, 0.0007732305375034075, 0.00018035591839105368
, 9, 0.0005023720869481846, 7.502047265041178e-5
c, 0, 0.060784671348261717, 0.019338790999553827
, 1, 0.000996912397609566, 2.3313508457145526e-5
p, 0, 0.19487452486280837, 0.18194645305030255
, 1, 0.006962751954610638, 0.0008259501293276925
, 2, 0.0014820546446117973, 0.00045316080235698535
, 3, 0.0005695440746563178, 8.361188431160197e-5
c, 0, 0.026079067620387617, 0.006704163435317623
, 1, 0.0017112283133313337, 4.791127443054094e-5
p, 0, 0.13533755379730444, 0.070568606126714
, 1, 0.006705241554879182, 0.0008119945112961912
, 2, 0.0014892804553495523, 0.00031428367878182404
, 3, 0.0008039653865462502, 0.0001250184947132016
