p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.42880246748796574, 0.8367897674377329
, 1, 0.008589137296040165, 0.0011052298101086552
, 2, 0.0019087799932937192, 0.0005414576190394394
, 3, 0.0009134403466792724, 0.00018992638301886612
, 4, 0.0005473742088364428, 8.20297873938087e-5
c, 0, 0.49837684182553604, 0.7111255969684581
, 1, 0.0027546841070696356, 0.00010173739805359083
, 2, 0.0004395371743177199, 1.639050990687424e-5
p, 0, 2.6699617850585766, 27.97898468510141
, 1, 0.06263246136143219, 0.04040109682382599
, 2, 0.012869579578785815, 0.02742330435721579
, 3, 0.006782208952564614, 0.009691257852957904
, 4, 0.0035091885907203857, 0.0034332404324473546
, 5, 0.0027320687853057647, 0.001178999401911279
, 6, 0.0014495547392063025, 0.0004998664510791743
, 7, 0.0016100226010648192, 0.000205388390574099
, 8, 0.0011465679577986462, 8.901011563203332e-5
c, 0, 1.5996905961381653, 16.35849698244782
, 1, 0.013943227516369975, 0.003446313378449893
, 2, 0.0008820297558275809, 3.159820746038268e-5
p, 0, 1.837433489180823, 22.107458514208357
, 1, 0.04319833574915467, 0.05111151782836539
, 2, 0.014620554377402919, 0.03553237616368711
, 3, 0.00766080654831886, 0.012231255706115333
, 4, 0.003818833579893752, 0.004246057317288174
, 5, 0.002986325000561169, 0.0013635243775886484
, 6, 0.0011900993756906266, 0.0005996214225844081
, 7, 0.0011685829546625292, 0.00023513612610411396
, 8, 0.0005247317121264606, 8.992079844801812e-5
c, 0, 0.258950618419984, 0.4463531155952311
, 1, 0.0036971779655781633, 0.00015346400800899315
, 2, 0.0006039878184116178, 2.3207846814857843e-5
p, 0, 3.2098307327619056, 48.330306186215125
, 1, 0.08601298262695459, 0.17532764542700902
, 2, 0.024561417182166888, 0.10247875403257721
, 3, 0.01255198145048563, 0.03280543696598548
