p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.3169254045386991, 0.4254482254867552
, 1, 0.00550064021904083, 0.00037650607514680596
, 2, 0.0013707353520988502, 0.0003027784984966555
, 3, 0.0006717064843483797, 0.00011083728571223799
, 4, 0.0003989405818958796, 4.866466538290928e-5
c, 0, 0.19438710860276456, 0.16615792743047306
, 1, 0.001113653634755365, 2.0230388178020683e-5
p, 0, 1.4999945578361316, 8.77689227580373
, 1, 0.04729732785508359, 0.02292951370247298
, 2, 0.007166685755074581, 0.009469974617974906
, 3, 0.0037280432674021693, 0.0033503832555874646
, 4, 0.0021499948448764654, 0.0014188048228522304
, 5, 0.0015787207333042867, 0.000530605341874159
, 6, 0.0008863905764960448, 0.00022795848619664753
, 7, 0.000601817896297722, 9.079390399779888e-5
c, 0, 0.873798020154044, 4.443260147928776
, 1, 0.010886025895210689, 0.0008776057497095042
, 2, 0.0008472730916106457, 2.646483403499511e-5
p, 0, 1.0157738718443947, 6.755988589455744
, 1, 0.03700346396210366, 0.02128135321277396
, 2, 0.008232489516108743, 0.011164590146261236
, 3, 0.004044128447226066, 0.003922572365166113
, 4, 0.002420901055361654, 0.0017428319219416285
, 5, 0.0017066010205274151, 0.0006061389879347123
, 6, 0.0009712119744045654, 0.0002743551327309587
, 7, 0.0006298149493900876, 0.00010174758969050141
, 8, 0.0004225649222980071, 4.614651541222504e-5
c, 0, 0.1663891287545883, 0.14867008074013918
, 1, 0.0013584583859528958, 3.177713777108392e-5
p, 0, 2.4434176944472052, 27.0114251735556
, 1, 0.0983483126425793, 0.11894732675119031
, 2, 0.017731087676443907, 0.05594741918340045
, 3, 0.009291510634793002, 0.0204358917665014
, 4, 0.005395562512602507, 0.009045382474172187
, 5, 0.003863988308291609, 0.003127918091223893
, 6, 0.002181398086241863, 0.001383105251356701
, 7, 0.001447465489766278, 0.0005191817616125607
, 8, 0.0009680369103802105, 0.0002385421550797152
, 9, 0.0006325698705224612, 9.061728953991706e-5
c, 0, 0.0576870457794192, 0.026948877407128907
, 1, 0.0013668803762305441, 3.217552596004132e-5
p, 0, 0.3827536571202471, 0.7701856181169799
, 1, 0.010816862575337361, 0.002252381030576623
