p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.03490905223361426, 0.0032237109580785447
, 1, 0.0001244199186165416, 2.3553592687696243e-7
c, 0, 0.001581476588828538, 5.275474840410742e-6
, 1, 5.047749850231862e-6, 3.9701207691050654e-10
p, 0, 0.4677416252975466, 1.1006286608313558
, 1, 0.01862151930998815, 0.005321111163204378
, 2, 0.0040194780974414125, 0.0024451514535126107
, 3, 0.0019870041930136013, 0.0008201129724322996
, 4, 0.0012550390777697727, 0.00037699921569415263
, 5, 0.000840236751275788, 0.0001217260757388612
, 6, 0.0004885356936963126, 6.023263594937026e-5
c, 0, 0.29167756327172956, 0.632448314709515
, 1, 0.0018674902643796229, 5.755623309468977e-5
p, 0, 3.063936604014802, 48.3384393640269
, 1, 0.04118023842224244, 0.026879833768412204
, 2, 0.012485348114949935, 0.010105731385256203
, 3, 0.006073795195837996, 0.006099077546255712
, 4, 0.002821182749077295, 0.0017226202063835938
, 5, 0.0018501223322575128, 0.0009815735498437143
, 6, 0.0011302300467977392, 0.00031351449006292517
, 7, 0.0007100954706818782, 0.0001727489624381645
, 8, 0.0006200163800389603, 6.111355954238661e-5
c, 0, 3.037446639954284, 43.729819018234146
, 1, 0.012950094610783065, 0.00404933578033916
, 2, 0.001167276535196136, 2.9480051212616314e-5
p, 0, 2.3625237031123216, 44.37318498511673
, 1, 0.03684978035148967, 0.034049036714371234
, 2, 0.011300945498906718, 0.022465207741508085
, 3, 0.00771963660062139, 0.008917024596145224
, 4, 0.003737743138821416, 0.0034033249365959723
, 5, 0.0024200782683342715, 0.0014346588096682206
, 6, 0.0014922653536735215, 0.0005742621337972286
, 7, 0.0010242616245335057, 0.00022827459626443327
, 8, 0.0005460738791791871, 9.29238755796378e-5
c, 0, 0.3394789097562832, 0.664361095927298
, 1, 0.002158697287135212, 0.00012645232659368622
, 2, 0.0004675758087976388, 2.4117591198739476e-5
p, 0, 4.595964027865761, 118.60246184482646
