p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0002871811424306317, 2.0950405492943846e-7
, 1, 1.0041732197984666e-6, 1.1300955824084341e-11
c, 0, 3.862380820913606e-6, 2.997241696143692e-11
, 1, 4.9990084692015476e-8, 3.2050521171328315e-14
p, 0, 0.31064033677362, 0.4013692098791762
, 1, 0.005033935639831993, 0.0004371765021861981
, 2, 0.001223381959114471, 0.00023276686270926029
, 3, 0.0005670407400417011, 7.048808370701341e-5
c, 0, 0.228963899034535, 0.21195961793996188
, 1, 0.0015454435926741453, 5.3180244442037327e-5
p, 0, 1.0177268950658396, 4.475394628791719
, 1, 0.032996257402656284, 0.0207430038615503
, 2, 0.007378070642556674, 0.009534460828334555
, 3, 0.0034664568068627374, 0.002529556790102047
, 4, 0.0021023011815532776, 0.001129489516230224
, 5, 0.0012992592508787324, 0.0003215076788089531
, 6, 0.0006665198235854135, 0.00014396621650165716
, 7, 0.0005461758604784275, 5.469258439845493e-5
c, 0, 0.43074580537749296, 1.166793844767941
, 1, 0.00524196411396511, 0.00038667549280720374
, 2, 0.0006690866669337424, 1.425356422719772e-5
p, 0, 0.43340649734030895, 1.0440924217922483
