p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.9566964983349507, 3.9047844356925006
, 1, 0.021795301115775823, 0.0075056490479256215
, 2, 0.0046439727760645335, 0.004683553489012225
, 3, 0.0026443343769695887, 0.001963204196460246
, 4, 0.00170369194836823, 0.0007740060928303464
, 5, 0.0012580892747100208, 0.0003281706047417876
, 6, 0.000768327544480588, 0.00010935510157311225
, 7, 0.0005451647110554839, 4.7735042205665194e-5
c, 0, 1.1908505272420407, 8.993576322344047
, 1, 0.010637092417989703, 0.0020248698363453848
, 2, 0.0007319503200771306, 2.2945354053478313e-5
p, 0, 1.4664932295766286, 6.108829381719393
, 1, 0.02113031278097939, 0.006558269734521515
, 2, 0.0018570489662439963, 6.388142039662755e-5
c, 0, 0.23109660124965173, 0.27717071312344405
, 1, 0.0012536048057657186, 3.7507865887916895e-5
p, 0, 2.0872387841284388, 7.921410086379667
, 1, 0.02561683422664192, 0.0038326554235224774
, 2, 0.0004977099072511559, 3.618929569234146e-6
c, 0, 0.02242731010827109, 0.002961501977117405
, 1, 0.00023731448853805671, 1.810307290769155e-6
p, 0, 2.54777929664481, 11.917632954133621
, 1, 0.036014962602355934, 0.005945808774337792
, 2, 0.0004804291638615724, 2.7122598965750753e-6
c, 0, 0.011740391825855297, 0.0008926382302924325
, 1, 0.0001956991513778364, 1.5106589340716834e-6
p, 0, 1.7907952870038277, 5.671083648166283
, 1, 0.024312839637137984, 0.0026642970306979953
, 2, 0.00038589859363128006, 2.6756653101602457e-6
c, 0, 0.012396999232379694, 0.001049870688852189
, 1, 0.0003247374696476408, 2.5978689700640446e-6
p, 0, 1.4453707342401638, 3.5678330233235886
, 1, 0.01922621297745772, 0.0016837306326146616
, 2, 0.0004832360988741858, 3.7182911683451687e-6
c, 0, 0.0202240268614907, 0.0016778301404061554
, 1, 0.0004467894759004735, 3.6849270104031284e-6
p, 0, 1.2157806987547917, 2.461054066198787
, 1, 0.015195617111036813, 0.0010411829617937634
, 2, 0.00021633213480745986, 9.523820596900093e-7
c, 0, 0.01205771599260558, 0.0010336442352319136
, 1, 0.00024059572857825672, 1.1398662453811593e-6
p, 0, 1.056149719468521, 1.8238677861607966
, 1, 0.013330493385236524, 0.0008288912883751614
, 2, 0.00019464219225400473, 7.273630292183801e-7
c, 0, 0.012183564592621867, 0.001155065681201911
, 1, 0.00016036165632839162, 7.636885434029876e-7
p, 0, 0.9434862404006629, 1.4280789465639023
, 1, 0.01146941788612442, 0.000616747702177968
, 2, 0.00018863755185162905, 9.067424396761025e-7
