p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0025299167513981946, 1.1868917483565762e-5
, 1, 6.956147816420426e-6, 5.613275457392274e-10
c, 0, 3.6669132177072046e-5, 2.326606783513199e-9
, 1, 2.1994274776297126e-7, 1.1519187449946056e-12
p, 0, 0.368432167791849, 0.6794764586031571
, 1, 0.006843614814116786, 0.0009155361460667856
, 2, 0.0018030789739166512, 0.0003867261577835935
, 3, 0.0008370640019162202, 0.0001594883830765849
, 4, 0.0004864446765458579, 6.476115944705603e-5
c, 0, 0.3287228900340283, 0.44420151988165796
, 1, 0.003541228884855591, 0.00020847655712590867
, 2, 0.000576479525759706, 1.211573637445304e-5
p, 0, 0.36575878705107345, 0.30053569102602884
, 1, 0.005979077237771807, 0.0002977032524417504
, 2, 0.0006566343945420983, 1.7918583139941988e-5
c, 0, 0.038232915554499036, 0.007219495675259601
, 1, 0.0005928704235110196, 6.970929839303626e-6
p, 0, 1.8897208676286072, 16.06603031471937
, 1, 0.04013501017119308, 0.03450288495990971
, 2, 0.011442494880251156, 0.023912801848694494
, 3, 0.005832540323595882, 0.00884935818894401
, 4, 0.003872107562113398, 0.003481457496105775
, 5, 0.0027031218649236064, 0.0015428498641367778
, 6, 0.0015951746100767814, 0.0006003195939597953
, 7, 0.0009850567645704508, 0.0002511955132539251
, 8, 0.0006805573067930264, 0.00010395539675370125
, 9, 0.000433148139391, 4.874661198155019e-5
c, 0, 1.0517597881110174, 5.905336768385736
, 1, 0.011362769856013838, 0.0019167386737590974
, 2, 0.0007981230883210505, 1.1457032219768678e-5
p, 0, 1.2931040460626095, 12.732283836863024
, 1, 0.044563306107652675, 0.049493932514544065
, 2, 0.011826761802114377, 0.02750324747194492
, 3, 0.006393822791054965, 0.009603908784825067
, 4, 0.0038428491719313903, 0.004254330968564905
, 5, 0.0026925762205654183, 0.0015587498145954244
, 6, 0.001595869917011526, 0.0006916141397765416
, 7, 0.0010607273742630203, 0.0002541085712289128
, 8, 0.0007169301438185448, 0.00011770490879040352
, 9, 0.0004375004650114433, 3.9544941003887536e-5
c, 0, 0.13655179890353303, 0.1140838028981765
, 1, 0.001393218239109797, 4.2543867020782185e-5
p, 0, 4.03298620689836, 104.05300578585904
, 1, 0.13149202951835015, 0.43792343608618356
, 2, 0.034414488140610655, 0.22801146550196824
, 3, 0.01817544671981285, 0.08172517181050193
, 4, 0.012163123053298398, 0.03662578833623976
, 5, 0.007735343696997143, 0.013627529771798624
, 6, 0.004975431800793677, 0.005836416574879752
, 7, 0.0028935140337786333, 0.0020732342815677476
, 8, 0.002024356513862922, 0.0009370297493242294
, 9, 0.0012095683418142972, 0.0003548396389815416
, 10, 0.0008748036770670296, 0.00014719767368145836
, 11, 0.0004519071090152381, 5.728133010682978e-5
c, 0, 0.08189809753987183, 0.035787961998209696
, 1, 0.0008518112098070634, 1.747210906862229e-5
p, 0, 0.1573761988220907, 0.20072893137677786
, 1, 0.0034079700859249926, 0.000132418795695027
, 2, 0.000451355325444529, 5.474435106181054e-5
c, 0, 0.07286378490309632, 0.028808725449575738
, 1, 0.0005772215061745955, 5.803591859101778e-6
p, 0, 0.1637748131520798, 0.10696506499778419
, 1, 0.0035556911256213177, 6.0003015834544425e-5
c, 0, 0.06079963583354855, 0.012345635388916363
, 1, 0.00041884471595439573, 3.0055595576673495e-6
p, 0, 0.1505088040171493, 0.05065871832824378
, 1, 0.002585181475631357, 2.853080422905442e-5
