p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.04150494641645426, 0.004911125064128127
, 1, 0.00019478758600924558, 4.0839106425229937e-7
c, 0, 0.0023414872365169585, 9.471700692558779e-6
, 1, 8.741288820195072e-6, 7.119914143651524e-10
p, 0, 0.4933865337444198, 1.0629068244124256
, 1, 0.017559759591621184, 0.0033562242585432386
, 2, 0.002985511142264198, 0.0014239774441341102
, 3, 0.0015085528256729994, 0.000493122888389864
, 4, 0.0008354246580116837, 0.0002078695198050057
, 5, 0.000621001327571117, 7.198044637932251e-5
c, 0, 0.369174964299552, 0.7401360756428346
, 1, 0.004229514133331116, 0.00021390016989737763
, 2, 0.000487274455297466, 1.6252090548423285e-5
p, 0, 2.7036932494931527, 32.34131027064014
, 1, 0.06088449856330417, 0.047689822913512
, 2, 0.01370531628832793, 0.033846745002315964
, 3, 0.007624747769454487, 0.011645213813992255
, 4, 0.006176351795197531, 0.005190265915023365
, 5, 0.003678464536138935, 0.001757287014740518
, 6, 0.0023650445783551183, 0.0006753272986651296
, 7, 0.0019763312430416437, 0.0002719208954204518
, 8, 0.0015703239581645143, 0.0001100478079813683
, 9, 0.0012977565023220459, 6.063901773311882e-5
c, 0, 1.7147432199523582, 18.637505543333962
, 1, 0.01480043102555436, 0.004872605802851028
, 2, 0.0007501269205242337, 2.32185533668144e-5
p, 0, 2.2079831900841542, 27.724449508678312
, 1, 0.04995031429554488, 0.08539390143601441
, 2, 0.015766925063469904, 0.0458008829542789
, 3, 0.008236248007225938, 0.015180898352631547
, 4, 0.004866171261498636, 0.006808737163033128
, 5, 0.0030418372503624685, 0.002031530388773065
, 6, 0.0017772101265911924, 0.000984026224146974
, 7, 0.0012114344721046908, 0.0003247121166084621
, 8, 0.0006971152712980853, 0.0001349175739182024
, 9, 0.0005749503296386206, 4.8462476120184183e-5
c, 0, 0.409093160233851, 0.7793034515915551
, 1, 0.0022106155498926787, 0.00016466055021081437
, 2, 0.0004816312503904297, 1.213683487487864e-5
p, 0, 2.9445815919831904, 52.565603749653775
, 1, 0.07467666946755244, 0.20084101400878396
, 2, 0.024635491810673853, 0.11070455892426798
, 3, 0.01330374464976889, 0.03813451335608392
, 4, 0.00758991407376246, 0.01626061085016232
, 5, 0.004948994894393336, 0.005500176344130055
, 6, 0.0027681155831685562, 0.002368757101465372
, 7, 0.001945218589990475, 0.0008383034347470917
, 8, 0.001119547018362871, 0.00036848028704600743
, 9, 0.0007640068318902689, 0.0001308512438757421
, 10, 0.000518249421486615, 5.521304257165467e-5
c, 0, 0.22720444896910919, 0.2235699535084838
, 1, 0.0014628151122777922, 3.92591416708067e-5
p, 0, 0.27698035713770136, 0.4502832354782742
, 1, 0.0027570287429588185, 0.00017404589776536425
, 2, 0.0005260283509117234, 5.668969667151663e-5
c, 0, 0.18187136306514126, 0.1192739849954443
, 1, 0.0007571093693471314, 1.897448497728391e-5
