p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.43376324082995366, 0.8760324734689738
, 1, 0.008022523967311068, 0.0007629487505098108
, 2, 0.0013380023765868845, 0.00011228466733108137
, 3, 0.0005777407534098618, 5.6999348236154554e-5
c, 0, 0.41656037275453944, 0.6260504155545064
, 1, 0.002547378238977684, 0.00010633420938805762
, 2, 0.0005043480151110349, 1.077969902416218e-5
p, 0, 2.0563909805775133, 20.961621648060596
, 1, 0.08194048571676055, 0.09305978500442436
, 2, 0.01659857374774961, 0.0466527916109
, 3, 0.008477982807567421, 0.014548143080240408
, 4, 0.004927487861826744, 0.006251173111145639
, 5, 0.003534902076114007, 0.0020428917984445425
, 6, 0.0017389771442270683, 0.0009607263808122762
, 7, 0.0014491928925638442, 0.00034850209500961074
, 8, 0.0007305581715253693, 0.00016972242644924676
, 9, 0.000615044678627577, 6.609766410103374e-5
c, 0, 1.249517058573125, 9.738768559361358
, 1, 0.007617089244662885, 0.0012474509846893288
, 2, 0.0007215185938758686, 2.27049050304578e-5
p, 0, 1.876768709254212, 16.617227115397593
, 1, 0.0689011505501097, 0.11752617948743656
, 2, 0.016790495879447597, 0.04876701753127993
, 3, 0.008720746485529715, 0.01580220177902695
, 4, 0.005184752804890015, 0.006805746570883494
, 5, 0.0037536925376180238, 0.0023380912328864255
, 6, 0.0019040997213111465, 0.0010914343378086613
, 7, 0.001551601811051591, 0.0003976173006027725
, 8, 0.0007961724205402459, 0.0001787615868075182
, 9, 0.0006420649097180167, 6.60581534177619e-5
c, 0, 0.2635924991250851, 0.35056703932181965
, 1, 0.001632871691929074, 6.446058427743335e-5
p, 0, 2.40116196861126, 41.08349130603724
, 1, 0.16350847907904353, 0.43295367137006363
, 2, 0.029567066028921833, 0.15618695130052598
, 3, 0.016005731521176365, 0.05238740369384152
