p/c, iter, r∞, r₂
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.0, 0.0
, 1, 0.0, 0.0
c, 0, 0.0, 0.0
, 1, 0.0, 0.0
p, 0, 0.00012056078688276656, 2.8708181825277412e-8
, 1, 9.796704354138403e-7, 7.390928724392994e-12
c, 0, 7.002283279380342e-7, 3.988314848976119e-12
, 1, 1.5381546113238567e-8, 4.453245307399614e-15
p, 0, 0.10540057170321117, 0.0438767518956034
, 1, 0.0008565000330408724, 1.0074945723151994e-5
c, 0, 0.006680175203033541, 0.00015922325150133221
, 1, 7.18688661500978e-5, 5.591767915128503e-8
p, 0, 0.1910815162292969, 0.15972402250246437
, 1, 0.002995754148390838, 0.000192084930680666
, 2, 0.0008450966740110286, 0.00011394289477247026
, 3, 0.0003931347858046599, 3.600778852040559e-5
c, 0, 0.08983883685999913, 0.026859649249415786
, 1, 0.000907937110408991, 1.4905917710616105e-5
p, 0, 0.4243493962110738, 0.5702827786154977
, 1, 0.004218893085569598, 0.0002979102195288255
, 2, 0.0010534289379348777, 8.129660270381699e-5
c, 0, 0.10424005971086757, 0.05495784361900079
, 1, 0.000894802061373393, 1.9736396662557833e-5
p, 0, 0.37271162695375387, 0.6704971250999138
, 1, 0.004993319618932691, 0.0004943407059415793
, 2, 0.0012230089359292129, 0.0002613661017151472
, 3, 0.0007110795302924882, 0.00011440581323071119
, 4, 0.00041944988432864006, 4.1432065881071776e-5
c, 0, 0.04535641509738429, 0.010796798673815439
, 1, 0.0007585896052031012, 1.4343985185685674e-5
p, 0, 0.30492139921502937, 0.5265488483039806
, 1, 0.006506077867853248, 0.0006429518884341614
, 2, 0.0010184751656677235, 0.00020934668972362705
, 3, 0.0006750721779882059, 0.00011171865165083589
, 4, 0.0004086682926430971, 3.508559173413513e-5
c, 0, 0.007757454861522895, 0.0005996962198203552
, 1, 0.0006572788320131057, 1.5817508278923332e-5
p, 0, 0.10951003096832024, 0.016548518317297794
, 1, 0.002873908736120357, 0.00011087912983052198
, 2, 0.0005577333054106496, 7.847461984509675e-5
c, 0, 0.010005419721791732, 0.0005615511717740031
, 1, 0.0006985557325082314, 1.166909516927738e-5
p, 0, 0.06471262086298284, 0.009828948112365565
, 1, 0.0009249200228204697, 2.1802580120318498e-5
c, 0, 0.003316913789469086, 9.526071891766695e-5
, 1, 0.00029058126426496716, 6.920250552363256e-6
p, 0, 0.042746425115576796, 0.0028186493092686522
, 1, 0.001269180353129015, 1.8675951128351212e-5
c, 0, 0.0029357264123275203, 0.00010611311420438119
